"nome","data_inicio","escritorio","area","tipo","palavras_chaves","origem","iniciais_originadores","valor_da_transacao","valor_fee_sucesso","valor_fee_mensal","expectativa_fechamento","status_atual","data_conclusao_conforme_status","qtde_negocios_com_o_cliente","ult_interacao","interesse(target)"
negocio957,"12/06/2019",,Gestão de Recursos,Lead,,,"RC,RC",,,,,Ativo,,2,"18/11/2019",
negocio958,"05/06/2019",Araujo Fontes BH,M&A Sell Side,Projeto,,,EF,,,,"30/11/2019",Concluído sem sucesso,"30/11/2019",1,"03/11/2019","2"
negocio959,"12/06/2019",,Assessoria Estratégica,Lead,,,,,,,,Ativo,,2,"04/11/2019",
negocio961,"12/06/2019",Araujo Fontes BH,Seguros,Lead,,,GT,,,,,Ativo,,1,"12/06/2019","1"
negocio962,"12/06/2019",Araujo Fontes BH,Seguros,Lead,,,GT,,,,,Ativo,,2,"12/06/2019","3"
negocio963,"12/06/2019",Araujo Fontes BH,Seguros,Lead,,,LT,,,,,Ativo,,6,"12/06/2019","1"
negocio964,"12/06/2019",Araujo Fontes BH,Seguros,Lead,,,GT,,,,,Ativo,,2,"12/06/2019","1"
negocio965,"12/06/2019",Araujo Fontes BH,Seguros,Lead,,,MF,,,,,Ativo,,5,"12/06/2019","1"
negocio966,"15/05/2019",Araujo Fontes BH,Imobiliário,Lead,,,DU,270000000.00,2700000.00,,"31/12/2019",Concluído sem sucesso,"22/02/2021",1,"13/06/2019","5"
negocio967,"13/06/2019",Araujo Fontes BH,Imobiliário,Lead,,,DU,250000000.00,5000000.00,,,Ativo,,1,"13/06/2019","5"
negocio968,"13/06/2019",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,"31/10/2020",Ativo,,4,"10/12/2021","2"
negocio969,"14/06/2019",,Assessoria Estratégica,Pré-Lead,,,MB,,,,,Ativo,,3,"14/06/2019",
negocio970,"17/06/2019",,Assessoria Estratégica,Lead,,,,,,,"14/11/2019",Concluído sem sucesso,"14/11/2019",3,"24/06/2019",
negocio971,"18/06/2019",,Gestão de Recursos,Lead,,,,,,,,Ativo,,1,"18/06/2019",
negocio972,"18/06/2019",,Gestão de Recursos,Lead,,,,,,,,Ativo,,1,"27/02/2020",
negocio973,"18/06/2019",,Gestão de Recursos,Lead,,,,,,,,Ativo,,1,"18/06/2019",
negocio974,"18/06/2019",,Gestão de Recursos,Lead,,,,,,,,Ativo,,1,"25/10/2019",
negocio975,"18/06/2019",,Gestão de Recursos,Pré-Lead,,,FP,,,,,Concluído sem sucesso,"10/06/2020",2,"18/06/2019",
negocio976,"18/06/2019",Araujo Fontes BH,M&A Sell Side,Projeto,"Banco,Software,tecnologia",,FS,56000000.00,,128000.00,"30/04/2021",Concluído com sucesso,"23/04/2021",1,"21/07/2021","2"
negocio977,"19/06/2019",,Assessoria Estratégica,Lead,,,,,,,"14/11/2019",Concluído sem sucesso,"14/11/2019",2,"26/07/2019",
negocio978,"21/06/2019",,Gestão de Recursos,Lead,,,,,,,,Ativo,,1,"28/10/2019",
negocio979,"21/06/2019",Araujo Fontes BH,Gestão de Recursos,Lead,,,RC,,,,"31/01/2020",Ativo,,1,"30/10/2019",
negocio980,"21/06/2019",,Gestão de Recursos,Lead,,,,,,,,Ativo,,1,"21/06/2019",
negocio981,"21/06/2019",,M&A Sell Side,Lead,,,EF,,,,,Concluído sem sucesso,"22/01/2020",1,"08/10/2019",
negocio982,"23/06/2019",Araujo Fontes BH,M&A Buy Side,Projeto,,,MA,,,520000.00,,Concluído sem sucesso,,5,"24/09/2019","2"
negocio983,"24/06/2019",,M&A Sell Side,Pré-Lead,,,,,,,"14/11/2019",Concluído sem sucesso,"14/11/2019",2,"20/06/2019",
negocio984,"24/06/2019",,Assessoria Estratégica,Lead,,,,,,,,Ativo,,2,"09/10/2019",
negocio985,"24/06/2019",Araujo Fontes BH,M&A Sell Side,Proposta,,,MA,,,,"26/02/2021",Ativo,,5,"01/07/2019","1"
negocio986,"24/06/2019",,M&A Sell Side,Proposta,,,MA,,,,,Ativo,,1,"25/06/2019",
negocio987,"25/06/2019",Araujo Fontes BH,M&A Sell Side,Proposta,,,EF,40000000.00,800000.00,,"30/09/2020",Ativo,,1,"14/05/2020","2"
negocio988,"28/05/2019",Araujo Fontes BH,M&A Sell Side,Projeto,,,MA,10000000.00,500000.00,,"30/05/2020",Concluído sem sucesso,"03/02/2020",1,"02/12/2019","1"
negocio989,"26/06/2019",Araujo Fontes BH,M&A Sell Side,Lead,,,MA,,,,,Ativo,,1,"26/06/2019","3"
negocio990,"26/06/2019",,M&A Sell Side,Lead,,,,,,,,Ativo,,2,"28/01/2022",
negocio991,"27/06/2019",,Gestão de Recursos,Lead,,,,,,,,Ativo,,1,"31/07/2019",
negocio992,"26/06/2019",,M&A Sell Side,Proposta,,,Gd,,,,,Concluído sem sucesso,"30/01/2020",2,"22/11/2019",
negocio993,"28/06/2019",,Gestão de Recursos,Lead,,,,,,,,Ativo,,1,"29/11/2019",
negocio994,"29/06/2019",Araujo Fontes BH,Consultoria,Projeto,,,MA,11500000.00,115000.00,,,Concluído sem sucesso,"20/08/2020",1,"20/08/2020","3"
negocio995,"01/07/2019",,Assessoria Estratégica,Pré-Lead,,,FP,,,,,Concluído sem sucesso,"27/04/2020",3,"28/06/2019",
negocio996,"01/07/2019",,Assessoria Estratégica,Pré-Lead,,,FP,,,,,Concluído sem sucesso,"01/08/2019",2,"28/06/2019",
negocio997,"02/07/2019",Araujo Fontes BH,M&A Sell Side,Lead,,,,,,,,Ativo,,1,"27/08/2019","2"
negocio998,"03/07/2019",Araujo Fontes BH,Consultoria,Projeto,,,MA,,,4125.00,"28/02/2020",Inativo,,1,"03/12/2019","2"
negocio999,"03/07/2019",Araujo Fontes Goiânia,Assessoria Estratégica,Pré-Lead,,,FP,,,,,Concluído sem sucesso,"10/06/2020",2,"03/07/2019",
negocio1000,"05/07/2019",Araujo Fontes BH,M&A Sell Side,Lead,,,EF,,,,,Ativo,,1,"25/02/2021","2"
negocio1001,"08/07/2019",Araujo Fontes Rib. Preto,Dívida Reperfilamento,Lead,,,"AR,LT",990000.00,32670.00,,"30/08/2019",Concluído sem sucesso,"06/05/2021",2,"10/09/2019","3"
negocio1002,"08/07/2019",,Dívida Reperfilamento,Lead,,,AR,,,,,Ativo,,1,"09/11/2019",
negocio1003,"08/07/2019",,Dívida Captação,Lead,,,AR,,,,,Ativo,,1,"14/04/2020",
negocio1004,"08/07/2019",Araujo Fontes BH,M&A Sell Side,Lead,,,LK,20000000.00,1000000.00,,"02/08/2019",Concluído sem sucesso,,1,"08/07/2019","5"
negocio1005,"12/07/2019",,Assessoria Estratégica,Pré-Lead,,,FS,,,,"01/10/2019",Concluído sem sucesso,"01/10/2019",1,"12/07/2019",
negocio1006,"12/07/2019",Araujo Fontes BH,Projetos Internos,Lead,,,FB,80000000.00,0.00,,"27/09/2019",Concluído sem sucesso,"12/11/2019",1,"03/09/2019","2"
negocio1007,"15/07/2019",Araujo Fontes Goiânia,Assessoria Estratégica,Lead,,,FP,,,,,Concluído sem sucesso,"10/06/2020",2,"06/04/2020",
negocio1009,"17/07/2019",,Dívida Reperfilamento,Pré-Lead,,,EF,,,,,Concluído sem sucesso,"15/05/2021",2,"17/07/2019",
negocio1010,"18/07/2019",Araujo Fontes BH,M&A Sell Side,Projeto,,,GE,,,120000.00,"31/12/2019",Concluído sem sucesso,"02/05/2020",3,"23/12/2020","1"
negocio1011,"19/07/2019",Araujo Fontes BH,M&A Sell Side,Lead,,,EF,,,,"23/07/2019",Concluído sem sucesso,,2,"19/07/2019","1"
negocio1012,"21/07/2019",Araujo Fontes Goiânia,Dívida Reperfilamento,Proposta,,,FP,,,,,Concluído sem sucesso,,1,"07/08/2019","2"
negocio1013,"21/07/2019",,Assessoria Estratégica,Pré-Lead,,,FP,,,,,Concluído sem sucesso,"10/06/2020",3,"19/07/2019",
negocio1014,"24/07/2019",,Assessoria Estratégica,Pré-Lead,,,EP,,,,,Ativo,,4,"24/07/2019",
negocio1015,"24/07/2019",Araujo Fontes BH,M&A Buy Side,Lead,,,,,,,"30/09/2020",Concluído sem sucesso,"03/03/2020",1,"20/11/2020","1"
negocio1017,"29/07/2019",Araujo Fontes BH,M&A Sell Side,Projeto,,,LT,20000000.00,800000.00,100000.00,"30/04/2021",Inativo,,3,"06/02/2020","3"
negocio1018,"31/07/2019",Araujo Fontes Goiânia,Dívida Captação,Proposta,,,"FP,RC",25000000.00,500000.00,,"28/02/2020",Concluído sem sucesso,,1,"11/10/2019","5"
negocio1019,"31/07/2019",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MF,,,,"23/08/2019",Concluído sem sucesso,"23/08/2019",2,"05/08/2019","1"
negocio1020,"30/08/2019",Araujo Fontes BH,M&A Sell Side,Proposta,,,Gd,80000000.00,2000000.00,,"01/09/2020",Concluído sem sucesso,,2,"31/07/2019","1"
negocio1021,"31/07/2019",,M&A Sell Side,Pré-Lead,,,Gd,,,,,Concluído sem sucesso,"17/02/2020",2,"31/07/2019",
negocio1022,"03/08/2019",,Fusão com Alvo Pré-definido,Lead,,,AR,,,,,Ativo,,1,"10/09/2019",
negocio1023,"02/08/2019",Araujo Fontes Rib. Preto,Dívida Reperfilamento,Proposta,,,AR,990000.00,32670.00,,"30/08/2019",Concluído sem sucesso,"19/12/2019",2,"03/08/2019","3"
negocio1024,"29/04/2019",Araujo Fontes Rib. Preto,Dívida Captação,Proposta,captação de recursos,,AR,80000000.00,1440000.00,,"20/12/2019",Concluído sem sucesso,"26/03/2020",2,"01/11/2019","2"
negocio1025,"05/08/2019",,Imobiliário,Pré-Lead,,,FP,,,,,Concluído sem sucesso,"10/06/2020",2,"25/07/2019",
negocio1026,"04/08/2019",,M&A Sell Side,Proposta,,,RC,45000000.00,1800000.00,,"31/03/2021",Concluído sem sucesso,"03/11/2020",1,"13/02/2020","2"
negocio1028,"07/08/2019",Araujo Fontes BH,M&A Sell Side,Projeto,,,PF,20000000.00,700000.00,150000.00,"31/05/2022",Concluído sem sucesso,"13/08/2021",1,"13/08/2021","2"
negocio1029,"06/08/2019",Araujo Fontes BH,M&A Sell Side,Proposta,,,PL,,,,,Concluído sem sucesso,,1,"19/08/2019",
negocio1030,"07/08/2019",,Câmbio,Pré-Lead,,,EP,,,,,Ativo,,2,"18/12/2019",
negocio1031,"07/08/2019",Araujo Fontes Goiânia,M&A Sell Side,Proposta,"Software,tecnologia",,MF,,,180000.00,"31/08/2020",Concluído sem sucesso,"01/10/2019",2,"03/11/2019","2"
negocio1032,"08/08/2019",,Assessoria Estratégica,Lead,,,EF,,,,,Concluído sem sucesso,"09/02/2020",1,"30/08/2019",
negocio1033,"09/08/2019",Araujo Fontes BH,Dívida Captação,Proposta,,,FB,,,,,Concluído sem sucesso,,2,"24/09/2019","2"
negocio1034,"08/08/2019",Araujo Fontes BH,M&A Buy Side,Proposta,,,"EF,GE",25000000.00,500000.00,,,Concluído sem sucesso,"02/02/2020",5,"22/08/2019","3"
negocio1035,"08/08/2019",Araujo Fontes BH,M&A Sell Side,Projeto,,,EF,8000000.00,320000.00,,"30/04/2021",Inativo,,5,"07/02/2020","4"
negocio1036,"08/08/2019",Araujo Fontes BH,M&A Sell Side,Proposta,,,EF,300000000.00,1500000.00,,,Inativo,,5,"21/08/2019","1"
negocio1037,"11/03/2019",Araujo Fontes BH,Dívida Captação,Pré-Lead,,,FS,,,,,Concluído sem sucesso,,1,"24/09/2019","3"
negocio1038,"15/08/2019",,M&A Sell Side,Pré-Lead,,,FB,,,,,Concluído sem sucesso,"26/03/2020",1,"14/08/2019",
negocio1039,"15/08/2019",,M&A Sell Side,Pré-Lead,,,,,,,,Concluído sem sucesso,,1,"23/08/2019",
negocio1040,"16/08/2019",,Dívida Captação,Pré-Lead,,,FB,,,,,Concluído sem sucesso,"26/03/2020",1,"26/05/2020",
negocio1041,"16/08/2019",,Projetos Internos,Pré-Lead,,,FB,,,,,Concluído sem sucesso,"20/01/2021",2,"13/08/2019",
negocio1042,"21/08/2019",,Dívida Captação,Lead,,,FB,,,,,Concluído sem sucesso,"26/03/2020",1,"27/01/2020",
negocio1043,"20/08/2019",Araujo Fontes Goiânia,Assessoria Estratégica,Proposta,,,Gd,80000000.00,2400000.00,,"31/03/2021",Concluído sem sucesso,"18/05/2021",1,"03/02/2021","4"
negocio1044,"21/08/2019",,Seguros,Lead,,,,,,,,Ativo,,1,"21/08/2019",
negocio1045,"22/08/2019",Araujo Fontes BH,Dívida Captação,Projeto,cra,,EF,40000000.00,400000.00,90000.00,"26/02/2021",Concluído com sucesso,"10/03/2021",6,"03/02/2021","1"
negocio1047,"23/08/2019",,Assessoria Estratégica,Pré-Lead,,,MB,,,,,Ativo,,2,"23/08/2019",
negocio1048,"27/08/2019",,Dívida Captação,Pré-Lead,,,FP,,,,,Concluído sem sucesso,"31/05/2019",3,"22/04/2020",
negocio1049,"27/08/2019",,Dívida Captação,Pré-Lead,,,FP,,,,,Concluído sem sucesso,"30/12/2019",3,"20/08/2019",
negocio1050,"27/08/2019",,Dívida Captação,Pré-Lead,,,FP,,,,,Concluído sem sucesso,"30/08/2019",1,"23/08/2019",
negocio1051,"23/08/2019",Araujo Fontes BH,Dívida Captação,Lead,,,EF,,,,,Concluído sem sucesso,"26/03/2020",4,"17/12/2019","2"
negocio1052,"27/08/2019",,Dívida Captação,Pré-Lead,,,FB,,,,,Concluído sem sucesso,"26/03/2020",1,"22/08/2019",
negocio1053,"27/08/2019",Araujo Fontes BH,Fusão com Alvo Pré-definido,Projeto,,,EF,75000000.00,1500000.00,,"27/11/2020",Concluído sem sucesso,"15/07/2021",3,"18/03/2021","1"
negocio1054,"28/08/2019",,M&A Buy Side,Pré-Lead,,,EF,,,,,Concluído sem sucesso,"11/09/2021",1,"27/08/2019",
negocio1055,"29/08/2019",Araujo Fontes BH,Dívida Reperfilamento,Projeto,GGC,,"EF,LT",,,,"31/12/2019",Concluído sem sucesso,"15/10/2020",1,"12/12/2019","1"
negocio1056,"02/08/2019",Araujo Fontes BH,Dívida Captação,Projeto,Eldorado,,MA,15000000.00,300000.00,,"28/02/2020",Concluído sem sucesso,"06/04/2020",1,"26/11/2019","2"
negocio1057,"28/08/2019",Araujo Fontes BH,M&A Sell Side,Projeto,"Estacionamento,Estapar",,EF,80000000.00,2000000.00,,"30/10/2022",Ativo,,2,"03/02/2022","1"
negocio1058,"30/08/2019",Araujo Fontes Rib. Preto,Dívida Captação,Projeto,,,AR,108906165.55,1905857.90,108000.00,"31/07/2020",Concluído com sucesso,"07/01/2021",3,"09/12/2020","1"
negocio1059,"29/08/2019",Araujo Fontes BH,M&A Sell Side,Proposta,,,BD,45000000.00,1350000.00,,"30/10/2020",Concluído sem sucesso,"27/02/2020",1,"27/02/2020","2"
negocio1060,"02/09/2019",,Assessoria Estratégica,Pré-Lead,,,FP,,,,,Concluído sem sucesso,"10/06/2020",3,"29/08/2019",
negocio1061,"02/09/2019",,Imobiliário,Pré-Lead,,,DU,,,,,Ativo,,2,"02/09/2019",
negocio1062,"02/09/2019",,Imobiliário,Pré-Lead,,,FP,,,,,Concluído sem sucesso,"10/06/2020",2,"02/09/2019",
negocio1063,"02/09/2019",Araujo Fontes BH,Consultoria,Projeto,,,GE,,,120000.00,"18/05/2022",Ativo,,1,"12/07/2021","3"
negocio1064,"03/09/2019",Araujo Fontes BH,Consultoria,Proposta,,,GE,,,,"30/04/2020",Concluído sem sucesso,"11/02/2021",5,"28/12/2020","4"
negocio1065,"03/09/2019",Araujo Fontes BH,M&A Sell Side,Proposta,fundação,,EF,,,,"31/12/2019",Concluído sem sucesso,"20/08/2020",3,"06/02/2020","2"
negocio1066,"03/09/2019",Araujo Fontes BH,Gestão de Recursos,Pré-Lead,,,MM,,,,,Ativo,,1,"03/09/2019",
negocio1067,"03/09/2019",Araujo Fontes Goiânia,Dívida Captação,Proposta,,,FP,,,,"31/03/2020",Concluído sem sucesso,"18/02/2020",2,"23/01/2020","3"
negocio1068,"02/09/2019",Araujo Fontes BH,M&A Sell Side,Proposta,,,"EF,PF",,,,"03/08/2020",Concluído sem sucesso,"13/02/2020",3,"13/02/2020","1"
negocio1069,"06/09/2019",,Assessoria Estratégica,Pré-Lead,,,LK,,,,,Ativo,,4,"06/09/2019",
negocio1070,"06/09/2019",Araujo Fontes BH,Assessoria Estratégica,Lead,"Indústria Veterinária,Saúde Animal",,LK,,,,"27/09/2019",Concluído sem sucesso,"04/10/2019",4,"02/10/2019","2"
negocio1072,"05/09/2019",Araujo Fontes BH,M&A Sell Side,Projeto,"Hospitais,Saúde",,PF,23000000.00,690000.00,45000.00,"28/09/2022",Ativo,,1,"05/11/2021","1"
negocio1073,"09/09/2019",Araujo Fontes BH,Imobiliário,Lead,,,DU,,,,"31/12/2019",Ativo,,2,"09/09/2019","3"
negocio1074,"09/09/2019",Araujo Fontes Goiânia,Dívida Captação,Lead,,,"FP,RC",,,,"31/01/2020",Concluído sem sucesso,"28/10/2020",1,"14/10/2019","4"
negocio1076,"09/09/2019",Araujo Fontes BH,Assessoria Estratégica,Lead,,,EF,,,,,Concluído sem sucesso,"22/01/2020",2,"12/09/2019","3"
negocio1077,"09/09/2019",Araujo Fontes BH,Consultoria,Proposta,,,EF,,,,"02/12/2019",Concluído sem sucesso,"02/12/2019",2,"16/09/2019","5"
negocio1078,"09/09/2019",,Dívida Captação,Pré-Lead,,,FP,,,,,Concluído sem sucesso,"30/09/2019",1,"05/09/2019",
negocio1079,"04/09/2019",Araujo Fontes BH,M&A Sell Side,Projeto,"Borborema,Gold,Project Financing",,MB,200000000.00,6000000.00,,"29/05/2020",Concluído sem sucesso,"17/02/2020",2,"17/02/2020","1"
